journal_id,title,issn,lang,years,database
"46481","PLoS Biology","1545-7885","西文","2003.10-present","ProQuest 【電子期刊】"
"46482","PLoS Computational Biology","1553-7358","西文","2005.06-present","ProQuest 【電子期刊】"
"49355","PLOS Digital Health","","西文","2/1/2022+","ProQuest 【電子期刊】"
"46483","PLoS Genetics","1553-7404","西文","2005.07-present","ProQuest 【電子期刊】"
"46484","PLoS Medicine","1549-1676","西文","2004.10-present","ProQuest 【電子期刊】"
"46485","PLoS Neglected Tropical Diseases","1935-2735","西文","2007.10-present","ProQuest 【電子期刊】"
"46486","PLoS One","1932-6203","西文","2006.12-present","ProQuest 【電子期刊】"
"46487","PLoS Pathogens","1553-7374","西文","2005.09-present","ProQuest 【電子期刊】"
"38327","PM&R","1934-1482","西文","2009/01-present","ClinicalKey 【電子期刊&電子書】"
"49746","Pneumo News","1865-5467","西文","2009-present","Springer 【電子期刊】"
"49356","Pneumonia","2200-6133","西文","1/1/2012+","ProQuest 【電子期刊】"
"37781","Point of Care: The Journal of Near-Patient Testing & Technology","1533-029X","西文","2002-2020","OVID 【電子期刊】"
"27956","Polish archives of internal medicine","0032-3772","西文","20170101-","MEDLINE電子期刊"
"47117","Polish Journal of Food and Nutrition Sciences","1230-0322","西文","2011-present","ProQuest 【電子期刊】"
"47533","Polish Journal of Medical Physics and Engineering","1425-4689","西文","2007-present","ProQuest 【電子期刊】"
"48191","Polish Journal of Sport and Tourism","1899-1998","西文","2011-present","ProQuest 【電子期刊】"
"19390","Polish journal of veterinary sciences","1505-1773","西文","20080301-","MEDLINE電子期刊"
"46539","Polish Journal of Veterinary Sciences","1505-1773","西文","2009.07-present","ProQuest 【電子期刊】"
"48058","Polish Psychological Bulletin","0079-2993","西文","2008-present","ProQuest 【電子期刊】"
"48019","Politics and the Life Sciences","0730-9384","西文","2016-present","ProQuest 【電子期刊】"
"18894","Polskie Archiwum Medycyny Wewnetrznej","","西文","20080701-","MEDLINE電子期刊"
"48021","Population & Societies","0184-7783","西文","2005-present","ProQuest 【電子期刊】"
"48022","Population Bulletin","0032-468X","西文","1988-present","ProQuest 【電子期刊】"
"48109","Population Health Metrics","1478-7954","西文","2009-present","ProQuest 【電子期刊】"
"46540","Population Trends; Basingstoke","0307-4463","西文","2007.04-2011.10","ProQuest 【電子期刊】"
"47195","Porcine Health Management","2055-5660","西文","2015-present","ProQuest 【電子期刊】"
"38523","Portuguese Journal of Cardiology (2011-2021)","2174-2049","西文","2011-2021","ClinicalKey 【電子期刊&電子書】"
"38744","Portuguese Journal of Cardiology (2022-)","0870-2551","西文","2012-present","ClinicalKey 【電子期刊&電子書】"
"48267","Portuguese Journal of Gastroenterology","2296-3529","西文","1/1/2017+","ProQuest 【電子期刊】"
"38347","Portuguese Review of Pneumology (Revista Portuguesa de Pneumologia, English Edition)","2173-5115","西文","2008/01-present","ClinicalKey 【電子期刊&電子書】"
"19324","Post reproductive health","2053-3691","西文","20140301-20150601","MEDLINE電子期刊"
"47773","Postepy Dermatologii i Alergologii","1642-395X","西文","2003-present","ProQuest 【電子期刊】"
"48508","Postepy Rehabilitacji","0860-6161","西文","1/1/2010+","ProQuest 【電子期刊】"
"47644","Postepy w Kardiologii Interwencyjnej","1734-9338","西文","2005-present","ProQuest 【電子期刊】"
"46541","Postgraduate Medical Journal","0032-5473","西文","1999.02-2003.12","ProQuest 【電子期刊】"
"46542","Postgraduate Medicine","0032-5481","西文","2000.11.20-2006.09.01","ProQuest 【電子期刊】"
"37782","Postgraduate Obstetrics & Gynecology","0194-3898","西文","2005-2015","OVID 【電子期刊】"
"46543","Poultry Science","0032-5791","西文","2003.07-2008.04","ProQuest 【電子期刊】"
"37379","PPAR Research","1687-4757","西文","20061201-20171201","Airiti Library 【華藝中文電子期刊】"
"47860","PPAR Research","1687-4757","西文","2008-present","ProQuest 【電子期刊】"
"49747","Prävention und Gesundheitsförderung","1861-6755","西文","2006-present","Springer 【電子期刊】"
"48589","Practical Neurology","1474-7758","西文","10/1/2001+","ProQuest 【電子期刊】"
"38653","Practical Radiation Oncology","1879-8500","西文","2011-present","ClinicalKey 【電子期刊&電子書】"
"48455","Practical Summaries in Acute Care","1930-1103","西文","1/1/2008-11/1/2009","ProQuest 【電子期刊】"
"46544","Practitioner","0032-6518","西文","1998-present","ProQuest 【電子期刊】"
"47534","Praevention und Rehabilitation","0937-552X","西文","2016-present","ProQuest 【電子期刊】"
"47083","Praxis","1657-4915","西文","2001-present","ProQuest 【電子期刊】"
"49357","Precision Medical Sciences","2642-2514","西文","3/1/2020+","ProQuest 【電子期刊】"
"49358","Precision Radiation Oncology","2398-7324","西文","3/1/2017+","ProQuest 【電子期刊】"
"38348","Pregnancy Hypertension: An International Journal of Women's Cardiovascular Health","2210-7789","西文","2010/10-present","ClinicalKey 【電子期刊&電子書】"
"46546","Prehospital and Disaster Medicine","1049-023X","西文","2011.02-present","ProQuest 【電子期刊】"
"46545","Prehospital Emergency Care","1090-3127","西文","2001.10-2009.04.01","ProQuest 【電子期刊】"
"49359","Preventing Chronic Disease","1545-1151","西文","1/2/2020+","ProQuest 【電子期刊】"
"48004","Prevention","0032-8006","西文","1995-present","ProQuest 【電子期刊】"
"46547","Prevention Science","1389-4986","西文","2000.03-present","ProQuest 【電子期刊】"
"49748","Prevention Science","1389-4986","西文","2000-present","Springer 【電子期刊】"
"18988","Prevention science: the official journal of the Society for Prevention Research","1389-4986","西文","20050301-","MEDLINE電子期刊"
"19232","Preventive cardiology","1520-037X","西文","20030301-20100901","MEDLINE電子期刊"
"38350","Preventive Medicine","0091-7435","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"38528","Preventive Medicine Reports","2211-3355","西文","2014-present","ClinicalKey 【電子期刊&電子書】"
"38351","Primary Care Diabetes","1751-9918","西文","2007/02-present","ClinicalKey 【電子期刊&電子書】"
"48421","Primary Care Optometry News","1081-6437","西文","1/1/2008+","ProQuest 【電子期刊】"
"48110","Primary Care Reports","1040-2497","西文","2008-present","ProQuest 【電子期刊】"
"38352","Primary Care: Clinics in Office Practice","0095-4543","西文","2007/03-present","ClinicalKey 【電子期刊&電子書】"
"48167","Primary Health Care (2014+)","0264-5033","西文","2014-present","ProQuest 【電子期刊】"
"48168","Primary Health Care (through 2013)","0264-5033","西文","2006-2013","ProQuest 【電子期刊】"
"46548","Primary Health Care Research & Development","1463-4236","西文","2001-present","ProQuest 【電子期刊】"
"37195","Primary Prevention Insights","","西文","20121201-20151201","Airiti Library 【華藝中文電子期刊】"
"48111","Primary Prevention Insights","1179-1748","西文","2009-2017","ProQuest 【電子期刊】"
"46550","Primates","0032-8332","西文","1997-present","ProQuest 【電子期刊】"
"19394","Primates; journal of primatology","0032-8332","西文","20040101-","MEDLINE電子期刊"
"49360","ProCare","0949-7323","西文","11/1/2008+","ProQuest 【電子期刊】"
"49749","ProCare","0949-7323","西文","2008-present","Springer 【電子期刊】"
"49361","Proceedings of CBU in Medicine and Pharmacy ...","2695-0731","西文","1/1/2020+","ProQuest 【電子期刊】"
"49362","Proceedings of the 1st EAI International Conference on Medical And Health Research, ICoMHER","9781631901805","西文","1/1/2018-1/1/2018","ProQuest 【電子期刊】"
"49363","Proceedings of the 1st Seminar The Emerging of Novel Corona Virus, nCov2020","9781631902703","西文","1/1/2020-1/1/2020","ProQuest 【電子期刊】"
"47989","Proceedings of the American Philosophical Society","0003-049X","西文","2004-present","ProQuest 【電子期刊】"
"36048","Proceedings of the Estonian Academy of Sciences. Biology. Ecology","1406-0914","西文","20040125-20071215","Airiti Library 【華藝中文電子期刊】"
"46558","Proceedings of the Institution of Mechanical Engineers; Part H; Journal of Engineering in Medicine","0954-4119","西文","2007.07-2010.11","ProQuest 【電子期刊】"
"46559","Proceedings of the Japan Academy; Series B; Physical and Biological Sciences","0386-2208","西文","2012.01-present","ProQuest 【電子期刊】"
"46560","Proceedings of the Nutrition Society, The","0029-6651","西文","2001.02-present","ProQuest 【電子期刊】"
"49364","Profession Sante","2369-1611","西文","1/1/2019+","ProQuest 【電子期刊】"
"37783","Professional Case Management","1932-8087","西文","2007.01-present","OVID 【電子期刊】"
"48112","Professional Safety","0099-0027","西文","1987-present","ProQuest 【電子期刊】"
"38353","Progress in Cardiovascular Diseases","0033-0620","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"48322","Progress in Cardiovascular Nursing","0889-7204","西文","1/1/1998-10/1/2003","ProQuest 【電子期刊】"
"46561","Progress in Community Health Partnerships","1557-0541","西文","2010.04-present","ProQuest 【電子期刊】"
"47536","Progress in Health Sciences","2083-1617","西文","2012-present","ProQuest 【電子期刊】"
"46562","Progress in Histochemistry and Cytochemistry","0079-6336","西文","2001-2004","ProQuest 【電子期刊】"
"48590","Progress in Neurotherapeutics and Neuropsychopharmacology","1748-2321","西文","1/1/2008-1/1/2008","ProQuest 【電子期刊】"
"46758","Progress in Orthodontics; Heidelberg","2196-1042","西文","2013-present","ProQuest 【電子期刊】"
"38354","Progress in Pediatric Cardiology","1058-9813","西文","2007/09-present","ClinicalKey 【電子期刊&電子書】"
"46563","Progress in Transplantation","1526-9248","西文","2003.09-present","ProQuest 【電子期刊】"
"19210","Progress in transplantation: official publication, North American Transplant Coordinators Organization ...","1526-9248","西文","20051201-20151201","MEDLINE電子期刊"
"46797","Progressive Architecture","0033-0752","西文","1992-present","ProQuest 【電子期刊】"
"46982","Progressive Digital Media Healthcare (incl, Pharmaceuticals, Medical Devices, Hospitals) News","","西文","2013-2017","ProQuest 【電子期刊】"
"38355","Prostaglandins, Leukotrienes and Essential Fatty Acids","0952-3278","西文","2007/01-present","ClinicalKey 【電子期刊&電子書】"
"37196","Prostate Cancer","2090-3111","西文","20141201-20141201","Airiti Library 【華藝中文電子期刊】"
"19108","Prostate cancer and prostatic diseases","1365-7852","西文","20020301-20151201","MEDLINE電子期刊"
"46564","Prostate Cancer and Prostatic Diseases","1365-7852","西文","2000.07-present","ProQuest 【電子期刊】"
"38690","Prostate International","2287-8882","西文","2013-present","ClinicalKey 【電子期刊&電子書】"
"49365","Prosthesis","2673-1592","西文","1/1/2021+","ProQuest 【電子期刊】"
"46759","Protein & Cell; Heidelberg","1674-800X","西文","2012 (Vol. 4, no. 1) - present","ProQuest 【電子期刊】"
"46565","Protein Journal, The","1572-3887","西文","1997-present","ProQuest 【電子期刊】"
"46859","Proteome Science","1477-5956","西文","2009-present","ProQuest 【電子期刊】"
"37197","Proteomics Insights","","西文","20111201-20131201","Airiti Library 【華藝中文電子期刊】"
"46860","Proteomics Insights","1178-6418","西文","2008-present","ProQuest 【電子期刊】"
"46566","Protist","1434-4610","西文","2001.07-2004.09","ProQuest 【電子期刊】"
"49366","Proto Magazine [BLOG]","","西文","8/9/2018-11/16/2022","ProQuest 【電子期刊】"
"46567","Protoplasma","0033-183X","西文","1997.03-present","ProQuest 【電子期刊】"
"46800","ProtoView","","西文","2014-present","ProQuest 【電子期刊】"
"49367","Provincial Medical & Surgical Journal","2041-997X","西文","4/3/1844-12/22/1852","ProQuest 【電子期刊】"
"49368","Provincial Medical & Surgical Journal","2041-9953","西文","10/3/1840-3/27/1841","ProQuest 【電子期刊】"
"47538","Provincial Medical Journal and Retrospect of the Medical Sciences","2041-9961","西文","1842-1844","ProQuest 【電子期刊】"
"47774","Przeglad Dermatologiczny","0033-2526","西文","2009-present","ProQuest 【電子期刊】"
"46760","Przeglad Gastroenterologiczny; Poznan","1895-5770","西文","2014 - present","ProQuest 【電子期刊】"
"47645","Przeglad Kardiodiabetologiczny","1896-9666","西文","2006-2012","ProQuest 【電子期刊】"
"48347","Przeglad Menopauzalny","1643-8876","西文","1/1/2002+","ProQuest 【電子期刊】"
"48059","Psicologia : Ciencia e Profissao","1414-9893","西文","2002-present","ProQuest 【電子期刊】"
"49369","Psicologia : Teoria, e Prática","1516-3687","西文","1/1/2002+","ProQuest 【電子期刊】"
"48397","Psicooncología","1696-7240","西文","1/1/2006+","ProQuest 【電子期刊】"
"48591","Psikiyatride Guncel Yaklasimlar","1309-0658","西文","1/1/2009+","ProQuest 【電子期刊】"
"46903","Psyche : a Journal of Entomology","0033-2615","西文","2009-present","ProQuest 【電子期刊】"
"37198","Psyche: A Journal of Entomology","0033-2615","西文","19591201-20151201","Airiti Library 【華藝中文電子期刊】"
"51091","Psychedelics","2950-4848","西文","2025-present","ClinicalKey 【電子期刊&電子書】"
"19152","Psychiatria polska","0033-2674","西文","20070101-","MEDLINE電子期刊"
"48592","Psychiatric Annals","0048-5713","西文","9/1/1971+","ProQuest 【電子期刊】"
